crash_id,unit_nbr,VEH_HNR_FL,prsn_nbr,PRSN_TYPE_ID,DRVR_LIC_TYPE_ID
14969849,1,Y,1,DRIVER,DRIVER LICENSE
14966739,1,Y,1,DRIVER,DRIVER LICENSE
14976011,1,Y,1,DRIVER,DRIVER LICENSE
14942497,1,Y,1,DRIVER,DRIVER LICENSE
14975907,1,Y,1,DRIVER,DRIVER LICENSE
14979028,1,Y,1,DRIVER,DRIVER LICENSE
14937013,1,Y,1,DRIVER,DRIVER LICENSE
14948475,1,Y,1,DRIVER,DRIVER LICENSE
14961036,1,Y,1,DRIVER,DRIVER LICENSE
14978766,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14982524,1,Y,1,DRIVER,DRIVER LICENSE
14930874,1,Y,1,DRIVER,DRIVER LICENSE
14975293,1,Y,1,DRIVER,DRIVER LICENSE
14922927,1,Y,1,DRIVER,DRIVER LICENSE
14957063,1,Y,1,DRIVER,DRIVER LICENSE
14928158,1,Y,1,DRIVER,DRIVER LICENSE
14978989,1,Y,1,DRIVER,DRIVER LICENSE
14998402,1,Y,1,DRIVER,DRIVER LICENSE
15315551,1,Y,1,DRIVER,DRIVER LICENSE
14975775,1,Y,1,DRIVER,DRIVER LICENSE
15204197,1,Y,1,DRIVER,DRIVER LICENSE
14979409,1,Y,1,DRIVER,DRIVER LICENSE
14921280,1,Y,1,DRIVER,DRIVER LICENSE
14979091,1,Y,1,DRIVER,DRIVER LICENSE
14923164,1,Y,1,DRIVER,DRIVER LICENSE
15005821,1,Y,1,DRIVER,DRIVER LICENSE
14953652,2,Y,1,DRIVER,DRIVER LICENSE
14967260,1,Y,1,DRIVER,DRIVER LICENSE
14959320,3,Y,1,DRIVER,DRIVER LICENSE
14963833,1,Y,1,DRIVER,DRIVER LICENSE
14977857,1,Y,1,DRIVER,DRIVER LICENSE
14925033,1,Y,1,DRIVER,DRIVER LICENSE
14923949,1,Y,1,DRIVER,DRIVER LICENSE
14946164,1,Y,1,DRIVER,DRIVER LICENSE
14950179,1,Y,1,DRIVER,DRIVER LICENSE
14978527,1,Y,1,DRIVER,DRIVER LICENSE
14983898,1,Y,1,DRIVER,DRIVER LICENSE
14961211,1,Y,1,DRIVER,DRIVER LICENSE
14970650,1,Y,1,DRIVER,DRIVER LICENSE
14948416,1,Y,1,DRIVER,DRIVER LICENSE
14930006,1,Y,1,DRIVER,DRIVER LICENSE
15021046,1,Y,1,DRIVER,DRIVER LICENSE
14945938,1,Y,1,DRIVER,DRIVER LICENSE
14939989,1,Y,1,DRIVER,DRIVER LICENSE
14930436,1,Y,1,DRIVER,DRIVER LICENSE
14995833,1,Y,1,DRIVER,DRIVER LICENSE
14976935,1,Y,1,DRIVER,DRIVER LICENSE
14981335,1,Y,1,DRIVER,DRIVER LICENSE
14988570,1,Y,1,DRIVER,DRIVER LICENSE
14920835,1,Y,1,DRIVER,DRIVER LICENSE
14966212,1,Y,1,DRIVER,DRIVER LICENSE
14976129,1,Y,1,DRIVER,DRIVER LICENSE
14980808,1,Y,1,DRIVER,DRIVER LICENSE
14971984,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14922162,1,Y,1,DRIVER,DRIVER LICENSE
14935258,1,Y,1,DRIVER,DRIVER LICENSE
14949252,2,Y,1,DRIVER,DRIVER LICENSE
14959115,1,Y,1,DRIVER,DRIVER LICENSE
14980018,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14971222,1,Y,1,DRIVER,DRIVER LICENSE
14978690,1,Y,1,DRIVER,DRIVER LICENSE
14979389,1,Y,1,DRIVER,DRIVER LICENSE
14922547,1,Y,1,DRIVER,DRIVER LICENSE
14955600,1,Y,1,DRIVER,DRIVER LICENSE
14956499,1,Y,1,DRIVER,DRIVER LICENSE
14977866,1,Y,1,DRIVER,DRIVER LICENSE
14974635,1,Y,1,DRIVER,DRIVER LICENSE
14933973,1,Y,1,DRIVER,DRIVER LICENSE
15152794,1,Y,1,DRIVER,DRIVER LICENSE
14956610,1,Y,1,DRIVER,DRIVER LICENSE
14922828,1,Y,1,DRIVER,DRIVER LICENSE
14955118,2,Y,1,DRIVER,DRIVER LICENSE
15204316,1,Y,1,DRIVER,DRIVER LICENSE
14983246,1,Y,1,DRIVER,DRIVER LICENSE
14980890,2,Y,1,DRIVER,DRIVER LICENSE
14933946,1,Y,1,DRIVER,DRIVER LICENSE
14958218,1,Y,1,DRIVER,DRIVER LICENSE
14960878,1,Y,1,DRIVER,DRIVER LICENSE
14955147,1,Y,1,DRIVER,DRIVER LICENSE
14964313,1,Y,1,DRIVER,DRIVER LICENSE
14922274,1,Y,1,DRIVER,DRIVER LICENSE
14972636,1,Y,1,DRIVER,DRIVER LICENSE
14976470,1,Y,1,DRIVER,DRIVER LICENSE
14966932,1,Y,1,DRIVER,DRIVER LICENSE
14926856,1,Y,1,DRIVER,DRIVER LICENSE
14936732,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14961963,1,Y,1,DRIVER,DRIVER LICENSE
14923502,1,Y,1,DRIVER,DRIVER LICENSE
14935292,1,Y,1,DRIVER,DRIVER LICENSE
14942444,2,Y,1,DRIVER,DRIVER LICENSE
14956610,2,Y,1,DRIVER,DRIVER LICENSE
14958134,1,Y,1,DRIVER,DRIVER LICENSE
14967705,1,Y,1,DRIVER,DRIVER LICENSE
14980915,1,Y,1,DRIVER,DRIVER LICENSE
14933850,1,Y,1,DRIVER,DRIVER LICENSE
14946555,1,Y,1,DRIVER,DRIVER LICENSE
14964776,1,Y,1,DRIVER,DRIVER LICENSE
14983587,1,Y,1,DRIVER,DRIVER LICENSE
14948420,1,Y,1,DRIVER,DRIVER LICENSE
14924887,1,Y,1,DRIVER,DRIVER LICENSE
14948289,2,Y,1,DRIVER,DRIVER LICENSE
14964523,1,Y,1,DRIVER,DRIVER LICENSE
14987647,1,Y,1,DRIVER,DRIVER LICENSE
14956901,1,Y,1,DRIVER,DRIVER LICENSE
14983974,1,Y,1,DRIVER,DRIVER LICENSE
14984061,2,Y,1,DRIVER,DRIVER LICENSE
14985975,1,Y,1,DRIVER,DRIVER LICENSE
14965409,1,Y,1,DRIVER,DRIVER LICENSE
14971516,1,Y,1,DRIVER,DRIVER LICENSE
14944974,1,Y,1,DRIVER,DRIVER LICENSE
14972625,1,Y,1,DRIVER,DRIVER LICENSE
14926739,1,Y,1,DRIVER,DRIVER LICENSE
14929158,1,Y,1,DRIVER,DRIVER LICENSE
14939533,1,Y,1,DRIVER,DRIVER LICENSE
14966854,1,Y,1,DRIVER,DRIVER LICENSE
14962626,1,Y,1,DRIVER,DRIVER LICENSE
14948289,3,Y,1,DRIVER,DRIVER LICENSE
14974239,1,Y,1,DRIVER,DRIVER LICENSE
14947626,1,Y,1,DRIVER,DRIVER LICENSE
14934947,1,Y,1,DRIVER,DRIVER LICENSE
14953646,1,Y,1,DRIVER,DRIVER LICENSE
14957322,1,Y,1,DRIVER,DRIVER LICENSE
14968915,1,Y,1,DRIVER,DRIVER LICENSE
14984582,1,Y,1,DRIVER,DRIVER LICENSE
14947929,1,Y,1,DRIVER,DRIVER LICENSE
14921550,2,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14968703,1,Y,1,DRIVER,DRIVER LICENSE
14972228,1,Y,1,DRIVER,DRIVER LICENSE
14981383,1,Y,1,DRIVER,DRIVER LICENSE
14934563,1,Y,1,DRIVER,DRIVER LICENSE
14936166,1,Y,1,DRIVER,DRIVER LICENSE
14949362,1,Y,1,DRIVER,DRIVER LICENSE
14961162,1,Y,1,DRIVER,DRIVER LICENSE
14940778,1,Y,1,DRIVER,DRIVER LICENSE
14941760,1,Y,1,DRIVER,DRIVER LICENSE
14932720,2,Y,1,DRIVER,DRIVER LICENSE
14944720,1,Y,1,DRIVER,DRIVER LICENSE
14962687,1,Y,1,DRIVER,DRIVER LICENSE
14930546,1,Y,1,DRIVER,DRIVER LICENSE
14950504,1,Y,1,DRIVER,DRIVER LICENSE
14971984,3,Y,1,DRIVER,DRIVER LICENSE
14951190,1,Y,1,DRIVER,DRIVER LICENSE
14951145,2,Y,1,DRIVER,DRIVER LICENSE
14954982,1,Y,1,DRIVER,DRIVER LICENSE
14953300,1,Y,1,DRIVER,DRIVER LICENSE
14969620,1,Y,1,DRIVER,DRIVER LICENSE
14973448,1,Y,1,DRIVER,DRIVER LICENSE
14928938,1,Y,1,DRIVER,DRIVER LICENSE
14938415,1,Y,1,DRIVER,DRIVER LICENSE
14982864,1,Y,1,DRIVER,DRIVER LICENSE
14922716,1,Y,1,DRIVER,DRIVER LICENSE
14926107,1,Y,1,DRIVER,DRIVER LICENSE
14943501,1,Y,1,DRIVER,DRIVER LICENSE
14977347,1,Y,1,DRIVER,DRIVER LICENSE
14988032,1,Y,1,DRIVER,DRIVER LICENSE
14939560,1,Y,1,DRIVER,DRIVER LICENSE
14968205,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14945594,2,Y,1,DRIVER,DRIVER LICENSE
14975811,1,Y,1,DRIVER,DRIVER LICENSE
14937964,1,Y,1,DRIVER,DRIVER LICENSE
14932845,1,Y,1,DRIVER,DRIVER LICENSE
14949252,1,Y,1,DRIVER,DRIVER LICENSE
14987207,1,Y,1,DRIVER,DRIVER LICENSE
14966857,1,Y,1,DRIVER,DRIVER LICENSE
14970909,1,Y,1,DRIVER,DRIVER LICENSE
14948588,1,Y,1,DRIVER,DRIVER LICENSE
14927557,1,Y,1,DRIVER,DRIVER LICENSE
14981051,1,Y,1,DRIVER,DRIVER LICENSE
14955323,1,Y,1,DRIVER,DRIVER LICENSE
14973905,1,Y,1,DRIVER,DRIVER LICENSE
14961963,2,Y,1,DRIVER,DRIVER LICENSE
14939547,1,Y,1,DRIVER,DRIVER LICENSE
15717709,1,Y,1,DRIVER,DRIVER LICENSE
14960268,1,Y,1,DRIVER,DRIVER LICENSE
15084263,1,Y,1,DRIVER,DRIVER LICENSE
14923936,1,Y,1,DRIVER,DRIVER LICENSE
14942234,1,Y,1,DRIVER,DRIVER LICENSE
14979653,1,Y,1,DRIVER,DRIVER LICENSE
14925104,1,Y,1,DRIVER,DRIVER LICENSE
14931256,2,Y,1,DRIVER,DRIVER LICENSE
14957396,2,Y,1,DRIVER,DRIVER LICENSE
14980296,1,Y,1,DRIVER,DRIVER LICENSE
14922365,1,Y,1,DRIVER,DRIVER LICENSE
14924089,2,Y,1,DRIVER,DRIVER LICENSE
14925283,1,Y,1,DRIVER,DRIVER LICENSE
14926441,1,Y,1,DRIVER,DRIVER LICENSE
14980920,1,Y,1,DRIVER,DRIVER LICENSE
14970812,2,Y,1,DRIVER,DRIVER LICENSE
14967260,3,Y,1,DRIVER,DRIVER LICENSE
14968457,1,Y,1,DRIVER,DRIVER LICENSE
14942216,1,Y,1,DRIVER,DRIVER LICENSE
14942444,1,Y,1,DRIVER,DRIVER LICENSE
15026971,1,Y,1,DRIVER,DRIVER LICENSE
14951145,1,Y,1,DRIVER,DRIVER LICENSE
14950083,1,Y,1,DRIVER,DRIVER LICENSE
14928814,1,Y,1,DRIVER,DRIVER LICENSE
14935062,1,Y,1,DRIVER,DRIVER LICENSE
14945884,1,Y,1,DRIVER,DRIVER LICENSE
14969517,1,Y,1,DRIVER,DRIVER LICENSE
15026965,1,Y,1,DRIVER,DRIVER LICENSE
14981551,1,Y,1,DRIVER,DRIVER LICENSE
14924582,1,Y,1,DRIVER,DRIVER LICENSE
14936734,2,Y,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,DRIVER LICENSE
14979739,1,Y,1,DRIVER,DRIVER LICENSE
14983322,1,Y,1,DRIVER,DRIVER LICENSE
14956499,2,Y,1,DRIVER,DRIVER LICENSE
14965045,1,Y,1,DRIVER,DRIVER LICENSE
14927135,1,Y,1,DRIVER,DRIVER LICENSE
14946630,1,Y,1,DRIVER,DRIVER LICENSE
14948215,1,Y,1,DRIVER,DRIVER LICENSE
14921550,1,Y,1,DRIVER,DRIVER LICENSE
14929594,1,Y,1,DRIVER,DRIVER LICENSE
14959969,1,Y,1,DRIVER,DRIVER LICENSE
14927855,1,Y,1,DRIVER,DRIVER LICENSE
14938136,1,Y,1,DRIVER,DRIVER LICENSE
14966701,2,Y,1,DRIVER,DRIVER LICENSE
15043348,1,Y,1,DRIVER,DRIVER LICENSE
14953620,1,Y,1,DRIVER,DRIVER LICENSE
14966269,1,Y,1,DRIVER,DRIVER LICENSE
14980212,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14929142,1,Y,1,DRIVER,DRIVER LICENSE
14947831,1,Y,1,DRIVER,DRIVER LICENSE
14976436,1,Y,1,DRIVER,DRIVER LICENSE
14936751,1,Y,1,DRIVER,DRIVER LICENSE
14931347,1,Y,1,DRIVER,DRIVER LICENSE
14962066,1,Y,1,DRIVER,DRIVER LICENSE
14967686,1,Y,1,DRIVER,DRIVER LICENSE
14926849,1,Y,1,DRIVER,DRIVER LICENSE
14938847,1,Y,1,DRIVER,DRIVER LICENSE
14960998,1,Y,1,DRIVER,DRIVER LICENSE
15151602,1,Y,1,DRIVER,DRIVER LICENSE
14976396,1,Y,1,DRIVER,DRIVER LICENSE
15005592,1,Y,1,DRIVER,DRIVER LICENSE
15006859,2,Y,1,DRIVER,DRIVER LICENSE
15017979,1,Y,1,DRIVER,DRIVER LICENSE
15028731,1,Y,1,DRIVER,DRIVER LICENSE
15029009,1,Y,1,DRIVER,DRIVER LICENSE
15114701,1,Y,1,DRIVER,DRIVER LICENSE
15040969,1,Y,1,DRIVER,DRIVER LICENSE
15010691,1,Y,1,DRIVER,DRIVER LICENSE
15046648,1,Y,1,DRIVER,DRIVER LICENSE
15048038,1,Y,1,DRIVER,DRIVER LICENSE
15045919,1,Y,1,DRIVER,DRIVER LICENSE
15006782,1,Y,1,DRIVER,DRIVER LICENSE
15020081,1,Y,1,DRIVER,DRIVER LICENSE
15042117,2,Y,1,DRIVER,DRIVER LICENSE
15007466,1,Y,1,DRIVER,DRIVER LICENSE
15038385,1,Y,1,DRIVER,DRIVER LICENSE
14998288,1,Y,1,DRIVER,DRIVER LICENSE
15013282,1,Y,1,DRIVER,DRIVER LICENSE
15036020,1,Y,1,DRIVER,DRIVER LICENSE
15119254,1,Y,1,DRIVER,DRIVER LICENSE
15040960,1,Y,1,DRIVER,DRIVER LICENSE
15011483,1,Y,1,DRIVER,DRIVER LICENSE
15050678,1,Y,1,DRIVER,DRIVER LICENSE
15035914,1,Y,1,DRIVER,DRIVER LICENSE
15055821,1,Y,1,DRIVER,DRIVER LICENSE
15043755,1,Y,1,DRIVER,DRIVER LICENSE
15071813,1,Y,1,DRIVER,DRIVER LICENSE
15090532,1,Y,1,DRIVER,DRIVER LICENSE
14991748,3,Y,1,DRIVER,DRIVER LICENSE
15013688,1,Y,1,DRIVER,DRIVER LICENSE
15026606,1,Y,1,DRIVER,DRIVER LICENSE
15053520,1,Y,1,DRIVER,DRIVER LICENSE
15084403,1,Y,1,DRIVER,DRIVER LICENSE
15001630,1,Y,1,DRIVER,DRIVER LICENSE
14989674,1,Y,1,DRIVER,DRIVER LICENSE
15003084,1,Y,1,DRIVER,DRIVER LICENSE
15032514,1,Y,1,DRIVER,DRIVER LICENSE
15001588,1,Y,1,DRIVER,DRIVER LICENSE
15020975,1,Y,1,DRIVER,DRIVER LICENSE
15048151,1,Y,1,DRIVER,DRIVER LICENSE
15080866,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15027491,1,Y,1,DRIVER,DRIVER LICENSE
15036351,1,Y,1,DRIVER,DRIVER LICENSE
15037854,1,Y,1,DRIVER,DRIVER LICENSE
15071077,1,Y,1,DRIVER,DRIVER LICENSE
15015737,1,Y,1,DRIVER,DRIVER LICENSE
15083244,2,Y,1,DRIVER,DRIVER LICENSE
14992845,1,Y,1,DRIVER,DRIVER LICENSE
14998535,1,Y,1,DRIVER,DRIVER LICENSE
15020484,1,Y,1,DRIVER,DRIVER LICENSE
15019830,1,Y,1,DRIVER,DRIVER LICENSE
15035773,2,Y,1,DRIVER,DRIVER LICENSE
15021447,1,Y,1,DRIVER,DRIVER LICENSE
15092543,1,Y,1,DRIVER,DRIVER LICENSE
14989573,1,Y,1,DRIVER,DRIVER LICENSE
14990609,1,Y,1,DRIVER,DRIVER LICENSE
15016366,1,Y,1,DRIVER,DRIVER LICENSE
15023061,1,Y,1,DRIVER,DRIVER LICENSE
15004083,2,Y,1,DRIVER,DRIVER LICENSE
15020893,1,Y,1,DRIVER,DRIVER LICENSE
15037285,1,Y,1,DRIVER,DRIVER LICENSE
15054514,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15011800,1,Y,1,DRIVER,DRIVER LICENSE
15031597,1,Y,1,DRIVER,DRIVER LICENSE
15037918,1,Y,1,DRIVER,DRIVER LICENSE
14996136,1,Y,1,DRIVER,DRIVER LICENSE
15000276,1,Y,1,DRIVER,DRIVER LICENSE
15022707,1,Y,1,DRIVER,DRIVER LICENSE
15024309,1,Y,1,DRIVER,DRIVER LICENSE
15039289,1,Y,1,DRIVER,DRIVER LICENSE
15040343,1,Y,1,DRIVER,DRIVER LICENSE
15028316,1,Y,1,DRIVER,DRIVER LICENSE
15049019,1,Y,1,DRIVER,DRIVER LICENSE
14997883,1,Y,1,DRIVER,DRIVER LICENSE
15011986,1,Y,1,DRIVER,DRIVER LICENSE
15055500,2,Y,1,DRIVER,DRIVER LICENSE
15024518,1,Y,1,DRIVER,DRIVER LICENSE
15027214,1,Y,1,DRIVER,DRIVER LICENSE
15049094,1,Y,1,DRIVER,DRIVER LICENSE
15004123,1,Y,1,DRIVER,DRIVER LICENSE
15039155,1,Y,1,DRIVER,DRIVER LICENSE
15067094,1,Y,1,DRIVER,DRIVER LICENSE
14992986,1,Y,1,DRIVER,DRIVER LICENSE
15041432,2,Y,1,DRIVER,DRIVER LICENSE
14994847,1,Y,1,DRIVER,DRIVER LICENSE
15023433,1,Y,1,DRIVER,DRIVER LICENSE
15038942,1,Y,1,DRIVER,DRIVER LICENSE
15003101,1,Y,1,DRIVER,DRIVER LICENSE
15005555,1,Y,1,DRIVER,DRIVER LICENSE
15029133,1,Y,1,DRIVER,DRIVER LICENSE
15009360,1,Y,1,DRIVER,DRIVER LICENSE
15014021,1,Y,1,DRIVER,DRIVER LICENSE
15020825,1,Y,1,DRIVER,DRIVER LICENSE
15037011,1,Y,1,DRIVER,DRIVER LICENSE
15003143,1,Y,1,DRIVER,DRIVER LICENSE
14994907,1,Y,1,DRIVER,DRIVER LICENSE
15010103,1,Y,1,DRIVER,DRIVER LICENSE
15008857,1,Y,1,DRIVER,DRIVER LICENSE
15039446,1,Y,1,DRIVER,DRIVER LICENSE
15104417,1,Y,1,DRIVER,DRIVER LICENSE
15019786,1,Y,1,DRIVER,DRIVER LICENSE
14993980,2,Y,1,DRIVER,DRIVER LICENSE
15002961,1,Y,1,DRIVER,DRIVER LICENSE
15009814,1,Y,1,DRIVER,DRIVER LICENSE
15018370,2,Y,1,DRIVER,DRIVER LICENSE
15039957,1,Y,1,DRIVER,DRIVER LICENSE
15001635,1,Y,1,DRIVER,DRIVER LICENSE
15048866,1,Y,1,DRIVER,DRIVER LICENSE
15007669,1,Y,1,DRIVER,DRIVER LICENSE
15010866,1,Y,1,DRIVER,DRIVER LICENSE
15034258,2,Y,1,DRIVER,DRIVER LICENSE
15044631,2,Y,1,DRIVER,DRIVER LICENSE
15090525,1,Y,1,DRIVER,DRIVER LICENSE
15023965,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15036736,1,Y,1,DRIVER,DRIVER LICENSE
15081659,1,Y,1,DRIVER,DRIVER LICENSE
15109182,1,Y,1,DRIVER,DRIVER LICENSE
14996487,1,Y,1,DRIVER,DRIVER LICENSE
14998814,2,Y,1,DRIVER,DRIVER LICENSE
15045190,1,Y,1,DRIVER,DRIVER LICENSE
15050190,3,Y,1,DRIVER,DRIVER LICENSE
14990112,1,Y,1,DRIVER,DRIVER LICENSE
15007079,1,Y,1,DRIVER,DRIVER LICENSE
15007623,1,Y,1,DRIVER,DRIVER LICENSE
15016418,1,Y,1,DRIVER,DRIVER LICENSE
15017297,1,Y,1,DRIVER,DRIVER LICENSE
15017297,2,Y,1,DRIVER,DRIVER LICENSE
15034058,1,Y,1,DRIVER,DRIVER LICENSE
15036803,1,Y,1,DRIVER,DRIVER LICENSE
15084009,1,Y,1,DRIVER,DRIVER LICENSE
15041078,1,Y,1,DRIVER,DRIVER LICENSE
14992130,1,Y,1,DRIVER,DRIVER LICENSE
15030170,1,Y,1,DRIVER,DRIVER LICENSE
15030698,1,Y,1,DRIVER,DRIVER LICENSE
15031829,1,Y,1,DRIVER,DRIVER LICENSE
15033585,2,Y,1,DRIVER,DRIVER LICENSE
15033041,1,Y,1,DRIVER,DRIVER LICENSE
15007502,1,Y,1,DRIVER,DRIVER LICENSE
15024492,1,Y,1,DRIVER,DRIVER LICENSE
15048064,1,Y,1,DRIVER,DRIVER LICENSE
15066925,1,Y,1,DRIVER,DRIVER LICENSE
15067244,1,Y,1,DRIVER,DRIVER LICENSE
15027873,1,Y,1,DRIVER,DRIVER LICENSE
15047573,1,Y,1,DRIVER,DRIVER LICENSE
15049193,1,Y,1,DRIVER,DRIVER LICENSE
15040269,1,Y,1,DRIVER,DRIVER LICENSE
14988424,1,Y,1,DRIVER,DRIVER LICENSE
15026065,1,Y,1,DRIVER,DRIVER LICENSE
15069513,1,Y,1,DRIVER,DRIVER LICENSE
15035390,1,Y,1,DRIVER,DRIVER LICENSE
15019219,2,Y,1,DRIVER,DRIVER LICENSE
15009996,1,Y,1,DRIVER,DRIVER LICENSE
15050105,1,Y,1,DRIVER,DRIVER LICENSE
14992628,1,Y,1,DRIVER,DRIVER LICENSE
15030868,1,Y,1,DRIVER,DRIVER LICENSE
15037466,1,Y,1,DRIVER,DRIVER LICENSE
15017054,1,Y,1,DRIVER,DRIVER LICENSE
15035067,1,Y,1,DRIVER,DRIVER LICENSE
15037137,1,Y,1,DRIVER,DRIVER LICENSE
15042294,1,Y,1,DRIVER,DRIVER LICENSE
14997853,1,Y,1,DRIVER,DRIVER LICENSE
15005629,1,Y,1,DRIVER,DRIVER LICENSE
15018490,1,Y,1,DRIVER,DRIVER LICENSE
15024342,2,Y,1,DRIVER,DRIVER LICENSE
15050190,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15039974,1,Y,1,DRIVER,DRIVER LICENSE
14996113,1,Y,1,DRIVER,DRIVER LICENSE
15077636,1,Y,1,DRIVER,DRIVER LICENSE
15010752,1,Y,1,DRIVER,DRIVER LICENSE
15022273,1,Y,1,DRIVER,DRIVER LICENSE
14995436,1,Y,1,DRIVER,DRIVER LICENSE
15049910,1,Y,1,DRIVER,DRIVER LICENSE
15035902,1,Y,1,DRIVER,DRIVER LICENSE
15043639,1,Y,1,DRIVER,DRIVER LICENSE
15017841,1,Y,1,DRIVER,DRIVER LICENSE
15094694,1,Y,1,DRIVER,DRIVER LICENSE
15043090,1,Y,1,DRIVER,DRIVER LICENSE
15092497,1,Y,1,DRIVER,DRIVER LICENSE
15015619,1,Y,1,DRIVER,DRIVER LICENSE
15016238,1,Y,1,DRIVER,DRIVER LICENSE
15022051,1,Y,1,DRIVER,DRIVER LICENSE
15043203,1,Y,1,DRIVER,DRIVER LICENSE
15014042,1,Y,1,DRIVER,DRIVER LICENSE
15047458,1,Y,1,DRIVER,DRIVER LICENSE
15007728,1,Y,1,DRIVER,DRIVER LICENSE
15096174,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15009961,1,Y,1,DRIVER,DRIVER LICENSE
15033133,1,Y,1,DRIVER,DRIVER LICENSE
15044939,2,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15046418,1,Y,1,DRIVER,DRIVER LICENSE
15005683,1,Y,1,DRIVER,DRIVER LICENSE
15092555,1,Y,1,DRIVER,DRIVER LICENSE
15101281,1,Y,1,DRIVER,DRIVER LICENSE
15046671,1,Y,1,DRIVER,DRIVER LICENSE
14995416,1,Y,1,DRIVER,DRIVER LICENSE
15036604,3,Y,1,DRIVER,DRIVER LICENSE
14996683,1,Y,1,DRIVER,DRIVER LICENSE
14991523,1,Y,1,DRIVER,DRIVER LICENSE
15006246,1,Y,1,DRIVER,DRIVER LICENSE
15012641,1,Y,1,DRIVER,DRIVER LICENSE
15048085,1,Y,1,DRIVER,DRIVER LICENSE
15027904,2,Y,1,DRIVER,DRIVER LICENSE
15031735,1,Y,1,DRIVER,DRIVER LICENSE
15033716,1,Y,1,DRIVER,DRIVER LICENSE
15101285,1,Y,1,DRIVER,DRIVER LICENSE
15013134,1,Y,1,DRIVER,DRIVER LICENSE
15026760,1,Y,1,DRIVER,DRIVER LICENSE
15036779,1,Y,1,DRIVER,DRIVER LICENSE
15053632,1,Y,1,DRIVER,DRIVER LICENSE
14996679,1,Y,1,DRIVER,DRIVER LICENSE
15027205,2,Y,1,DRIVER,DRIVER LICENSE
15049912,1,Y,1,DRIVER,DRIVER LICENSE
15024551,1,Y,1,DRIVER,DRIVER LICENSE
15044416,2,Y,1,DRIVER,DRIVER LICENSE
14996201,1,Y,1,DRIVER,DRIVER LICENSE
15070856,1,Y,1,DRIVER,DRIVER LICENSE
15082896,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15014967,1,Y,1,DRIVER,DRIVER LICENSE
15090820,1,Y,1,DRIVER,DRIVER LICENSE
15022271,1,Y,1,DRIVER,DRIVER LICENSE
15025465,1,Y,1,DRIVER,DRIVER LICENSE
15142677,1,Y,1,DRIVER,DRIVER LICENSE
15003373,1,Y,1,DRIVER,DRIVER LICENSE
15040249,1,Y,1,DRIVER,DRIVER LICENSE
15090372,1,Y,1,DRIVER,DRIVER LICENSE
15046557,1,Y,1,DRIVER,DRIVER LICENSE
15048194,1,Y,1,DRIVER,DRIVER LICENSE
15034410,1,Y,1,DRIVER,DRIVER LICENSE
15036230,1,Y,1,DRIVER,DRIVER LICENSE
15067255,1,Y,1,DRIVER,DRIVER LICENSE
15010242,1,Y,1,DRIVER,DRIVER LICENSE
15038885,1,Y,1,DRIVER,DRIVER LICENSE
15001150,1,Y,1,DRIVER,DRIVER LICENSE
15036480,1,Y,1,DRIVER,DRIVER LICENSE
15044416,1,Y,1,DRIVER,DRIVER LICENSE
15104157,2,Y,1,DRIVER,DRIVER LICENSE
15002901,1,Y,1,DRIVER,DRIVER LICENSE
15002741,2,Y,1,DRIVER,DRIVER LICENSE
15024727,2,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14996951,1,Y,1,DRIVER,DRIVER LICENSE
15004900,1,Y,1,DRIVER,DRIVER LICENSE
15005458,1,Y,1,DRIVER,DRIVER LICENSE
15014825,1,Y,1,DRIVER,DRIVER LICENSE
15010736,1,Y,1,DRIVER,DRIVER LICENSE
15021284,1,Y,1,DRIVER,DRIVER LICENSE
15036731,1,Y,1,DRIVER,DRIVER LICENSE
15001613,1,Y,1,DRIVER,DRIVER LICENSE
14995783,1,Y,1,DRIVER,DRIVER LICENSE
15045449,1,Y,1,DRIVER,DRIVER LICENSE
15019755,1,Y,1,DRIVER,DRIVER LICENSE
15031983,1,Y,1,DRIVER,DRIVER LICENSE
15039650,1,Y,1,DRIVER,DRIVER LICENSE
15070986,1,Y,1,DRIVER,DRIVER LICENSE
15097581,1,Y,1,DRIVER,DRIVER LICENSE
15028664,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15025340,1,Y,1,DRIVER,DRIVER LICENSE
15017244,1,Y,1,DRIVER,DRIVER LICENSE
15036374,1,Y,1,DRIVER,DRIVER LICENSE
15068171,2,Y,1,DRIVER,DRIVER LICENSE
15012520,1,Y,1,DRIVER,DRIVER LICENSE
15028403,1,Y,1,DRIVER,DRIVER LICENSE
